0,0,1,0,0
1,0.00224268,1634,1451,1
2,0,1,0,0
3,1.59305e-06,2,1,0
4,4.81432e-06,3,2,0
5,0.0085552,1415,1314,1
6,2.66056e-05,4,3,0
7,6.16803e-05,5,6,0
8,0,1,0,0
9,0.00815332,830,757,1
10,0,1,0,0
11,4.74861e-06,3,2,0
12,4.74861e-06,2,1,0
13,4.01047e-05,6,3,0
14,0,1,0,0
15,2.22661e-05,1,0,0
16,1.07864e-05,1,0,0
17,0,1,0,0
18,5.02178e-05,1,0,0
19,2.69078e-06,1,0,0
20,0,1,0,0
21,2.39588e-06,2,1,0
22,0,1,0,0
23,0,1,0,0
24,0,1,0,0
25,9.49557e-07,1,0,0
26,0,1,0,0
27,0.00792067,10,14,0
28,0,1,0,0
29,0,1,0,0
30,1.46034e-05,1,0,0
31,2.69078e-06,1,0,0
32,1.46034e-05,1,0,0
33,0,1,0,0
34,0,1,0,0
35,0.000194958,1,0,0
36,0,1,0,0
37,0,1,0,0
38,0,1,0,0
39,0.000494605,8,9,0
40,0,1,0,0
41,0.000194958,1,0,0
42,2.31065e-05,1,0,0
43,0,1,0,0
44,0.000151565,4,8,0
45,0.00149209,1,0,0
46,0.0363223,2030,1841,1
47,0,1,0,0
48,0,1,0,0
49,4.28727e-06,3,4,0
50,5.01778e-06,4,5,0
51,7.20686e-05,2,2,0
52,0.000194958,1,0,0
53,0.0016547,1999,1832,1
54,0.00174483,1966,1773,1
55,7.07199e-05,7,3,0
56,0.00900481,2618,2218,1
57,0,1,0,0
58,1.46034e-05,1,0,0
59,0.000242539,3,3,0
60,0.00124432,1,0,0
61,0,1,0,0
62,0.000340657,1,0,0
63,0,1,0,0
64,0,1,0,0
65,8.11359e-05,2,1,0
66,0,1,0,0
67,0,1,0,0
68,0,1,0,0
69,0.000263328,1,0,0
70,1.09851e-06,1,0,0
71,0,1,0,0
72,0.00499794,2681,2242,1
73,0.00186634,2175,1917,1
74,0.00652126,2547,2203,1
75,0.00226442,2468,2158,1
76,0.0237934,3064,2286,1
77,7.08807e-07,1,0,0
78,0.00941204,2634,2231,1
79,0.00195722,2158,1871,1
80,0.0078804,2652,2188,1
81,0.00283782,2143,1881,1
82,0.00556897,2543,2122,1
83,0.00282487,2359,2108,1
84,7.25336e-05,1077,1013,1
85,0.000422833,658,563,1
86,0.00155976,2156,1908,1
87,0.000124644,1093,919,1
88,0.00415401,2534,2199,1
89,0.00554699,2561,2172,1
90,0.00994785,2722,2240,1
91,0.00456806,2401,2064,1
92,0.00131635,1466,1425,1
93,0.0090407,2782,2259,1
94,4.25847e-05,1,0,0
95,0.0186875,3092,2278,1
96,2.02887e-06,2,1,0
97,0.000154309,18,19,0
98,1.26708e-06,1,0,0
99,2.37441e-05,5,3,0
100,0,1,0,0
101,0.00208748,1724,1642,1
102,0.00789668,2465,2109,1
103,0,1,0,0
104,4.37304e-06,1,0,0
105,0,1,0,0
106,0.0101094,2782,2254,1
107,0.00475983,2520,2161,1
108,4.2363e-05,3,1,0
109,0.00419826,2622,2230,1
110,0,1,0,0
111,0.00142078,2286,2074,1
112,0.000266459,1317,1148,1
113,9.96581e-05,660,631,1
114,0.00966277,2677,2200,1
115,0.000481525,2094,1914,1
116,0.00112295,2375,2153,1
117,1.26708e-06,1,0,0
118,0.000745224,1827,1770,1
119,4.32251e-05,1097,948,1
120,2.52306e-06,2,1,0
121,0.000323136,26,17,0
122,0.000234247,1928,1724,1
123,0.000399336,1,0,0
124,0,1,0,0
125,9.54991e-05,4,3,0
126,4.53592e-05,3,3,0
127,0.0188899,2878,2264,1
128,0.0107379,2632,2185,1
129,2.45639e-07,2,1,0
130,0,1,0,0
131,0.000638511,1930,1813,1
132,0.000235204,1096,1045,1
133,0.00333202,2272,2012,1
134,0.00575594,2661,2247,1
135,1.53198e-05,2,1,0
136,0.0245326,3258,2291,1
137,4.62164e-06,10,7,0
138,0.000292934,1978,1746,1
139,0,1,0,0
140,0.0716285,3629,2296,1
141,0.000107372,2,1,0
142,0.000179521,5,3,0
143,0.00156668,2132,1961,1
144,0.0017166,2161,1993,1
145,0.00116232,2184,1936,1
146,0.00229721,2494,2163,1
147,0.00707805,2425,2123,1
148,0,1,0,0
149,8.8722e-05,1030,992,1
150,3.95959e-06,1,0,0
151,0.0109217,2427,2060,1
152,0,1,0,0
153,2.98604e-05,15,5,0
154,5.94983e-05,1030,952,1
155,0.0126182,2872,2267,1
156,0.000250298,1464,1342,1
157,3.95425e-05,903,897,1
158,0,1,0,0
159,1.1128e-06,4,3,0
160,3.65517e-05,5,3,0
161,0,1,0,0
162,0,1,0,0
163,0,1,0,0
164,0.000737163,1786,1705,1
165,0.00219841,2285,2047,1
166,0.000452146,1575,1479,1
167,0,2,1,0
168,0.000955104,2035,1901,1
169,0.000109313,632,628,1
170,0,1,0,0
171,0.000624404,2227,2008,1
172,0.00152744,2433,2098,1
173,0.00051203,1866,1807,1
174,0.000139439,5,2,0
175,0.0131435,2701,2266,1
176,1.26675e-06,3,1,0
177,0.00019423,1757,1631,1
178,5.2571e-05,18,27,0
179,0,1,0,0
180,0.00136269,2297,2022,1
181,0,2,1,0
182,7.45553e-07,1,0,0
183,0.00074947,2065,1865,1
184,0.00694964,2609,2191,1
185,0.000162929,1781,1608,1
186,0.0015275,2416,2151,1
187,9.60367e-05,1134,1119,1
188,0.00574087,2697,2262,1
189,0,1,0,0
190,0,1,0,0
191,1.84656e-06,2,1,0
192,0.00245084,2328,2100,1
193,0.000831172,1863,1720,1
194,0.000695744,2275,2086,1
195,0.0301616,3374,2294,1
196,5.89941e-05,12,5,0
197,0.000243275,1741,1686,1
198,0.00022121,1032,889,1
199,0,2,1,0
200,0.00789996,2393,2090,1
201,0,1,0,0
202,1.80677e-07,1,0,0
203,0.000161216,88,96,0
204,7.06481e-07,4,2,0
205,0.000455178,2148,1918,1
206,9.59901e-05,1320,1274,1
207,0.000575211,1394,1249,1
208,0,1,0,0
209,0,1,0,0
210,0,1,0,0
211,0,1,0,0
212,0.000211697,13,7,0
213,0.0136921,2896,2269,1
214,5.76775e-08,1,0,0
215,0.00272103,2531,2197,1
216,0,1,0,0
217,8.21508e-05,21,18,0
218,0.000221234,1242,1210,1
219,0.000143637,100,90,0
220,1.01507e-06,1,0,0
221,0.000405758,1689,1547,1
222,0,1,0,0
223,5.84264e-05,860,751,1
224,0.000264111,1882,1738,1
225,0.00847509,2666,2229,1
226,0.000186446,10,6,0
227,4.08161e-05,1215,1075,1
228,0.000939125,2133,1977,1
229,0.000760816,2139,1970,1
230,0.000127419,1185,1100,1
231,1.15812e-05,1,0,0
232,0.0056357,2741,2249,1
233,0.00280462,2536,2180,1
234,0.000945027,2231,2016,1
235,0.000326146,2058,1898,1
236,9.01676e-06,9,7,0
237,5.54473e-05,3,2,0
238,1.89937e-07,1,0,0
239,0.00092366,1962,1749,1
240,0.00166512,2427,2147,1
241,0.0071741,2765,2260,1
242,3.54705e-05,292,201,1
243,0.00243147,2409,2166,1
244,0.0010318,2036,1886,1
245,0.00204092,2106,1964,1
246,7.15226e-05,938,896,1
247,0,1,0,0
248,0,1,0,0
249,6.54269e-06,1,0,0
250,0.000640953,2372,2107,1
251,7.90926e-05,1764,1600,1
252,0.000338122,1982,1805,1
253,5.76775e-08,1,0,0
254,0.000162779,15,9,0
255,0.00386831,2592,2205,1
256,0,1,0,0
257,2.17417e-06,1,0,0
258,0,1,0,0
259,5.76775e-08,1,0,0
260,6.8043e-05,1004,835,1
261,0.000688197,2179,2005,1
262,0,1,0,0
263,0.000714793,2105,1945,1
264,0.00175074,2293,2066,1
265,0.00298638,2556,2211,1
266,0,1,0,0
267,0.000941303,1689,1537,1
268,0,1,0,0
269,0.000356537,1918,1811,1
270,0,1,0,0
271,0.00066227,2096,1873,1
272,1.87378e-07,2,1,0
273,0.0414725,3741,2298,1
274,0.00319278,2650,2228,1
275,0,1,0,0
276,2.34065e-07,1,0,0
277,0.00235034,2219,1948,1
278,0,1,0,0
279,0.000787426,1724,1507,1
280,0.000764027,1923,1717,1
281,0.000519052,1583,1481,1
282,1.28658e-05,2,1,0
283,0,1,0,0
284,0.00152961,2210,1942,1
285,0,1,0,0
286,0.0224287,3103,2284,1
287,0.00092369,1658,1528,1
288,7.5768e-05,5,2,0
289,4.37755e-05,1,0,0
290,0.000220004,1421,1293,1
291,0.000472284,981,991,1
292,0.0302601,3209,2288,1
293,0.00119631,2208,1949,1
294,0,1,0,0
295,0.000292551,1063,970,1
296,0.000466739,1099,989,1
297,1.00026e-05,1,0,0
298,0,1,0,0
299,0.00143546,2555,2198,1
300,0.00159346,2439,2174,1
301,0.00625399,2481,2169,1
302,8.05135e-05,4,3,0
303,0,1,0,0
304,0,1,0,0
305,6.07397e-05,1,0,0
306,1.29132e-05,517,423,1
307,0.000134139,1471,1318,1
308,0.0083137,2835,2253,1
309,0.000560019,1362,1242,1
310,0,1,0,0
