84424,0.00158652,2945,2816,1
276,0.00079676,1299,1190,1
1662,8.25041e-05,1869,1784,1
5089,0,1,0,0
6058,0.00063862,3254,3105,1
6229,0.000765,1739,1733,1
10639,0.00246433,3534,3400,1
16442,0.000100805,1115,1103,1
19325,0.00202542,3437,3360,1
19834,0,1,0,0
20113,0.00119941,1099,1000,1
21937,0.000118086,2,1,0
25452,0.00246312,3809,3611,1
26902,0,1,0,0
29829,7.83086e-05,4,1,0
30222,0.0013914,2939,2858,1
32432,0.00020824,1452,1405,1
33040,0.00570552,3929,3708,1
39238,0.000108974,9,8,0
39521,0.00117791,3593,3507,1
41418,0.000177705,36,18,0
45009,0.00288057,3802,3638,1
45098,6.46823e-05,5,4,0
45242,0.000608509,3162,3051,1
47005,8.69145e-05,6,6,0
47968,0.00512088,3944,3714,1
47999,0.000886497,2086,1986,1
49934,0.00191431,3262,3118,1
50220,0.000107468,4,1,0
50897,0.00137984,3717,3584,1
51730,0,1,0,0
53681,7.70274e-05,3,2,0
57537,0.000227641,6,4,0
58458,4.96784e-06,2,1,0
59326,0.000739206,2270,2168,1
61571,0.000639858,2626,2619,1
63552,0.00181803,3471,3314,1
64124,0.000797265,972,938,1
64568,0.00124101,3704,3550,1
66200,0.000521513,1158,1129,1
69839,0.00205097,2588,2482,1
72391,1.50181e-06,1,0,0
73543,0.00165047,3180,3053,1
76259,0.000226918,2059,1989,1
77098,0.000325857,2547,2452,1
77915,6.5629e-05,3,1,0
78627,0.000335856,2134,2064,1
83560,0.00184021,3641,3493,1
85420,0.000260559,1708,1683,1
88768,0.000172776,5,6,0
89131,1.52014e-06,2,1,0
89308,0.000238253,1292,1224,1
89994,7.45853e-05,611,595,1
90506,0.00175347,2129,2009,1
91060,0.000457201,2441,2307,1
92387,0.000112763,6,6,0
93296,0.00058037,1909,1825,1
94138,0.00335115,3107,2949,1
94329,0.000114487,1005,981,1
95070,2.0236e-05,2,1,0
95531,0.000848382,2595,2467,1
96570,8.97914e-05,924,926,1
97101,0.000191541,764,692,1
98506,0.00145638,3101,3007,1
99104,0.000843928,3513,3432,1
104802,0.00136078,3530,3414,1
106611,0.00136371,3122,2970,1
107829,0.000453166,2504,2395,1
109016,7.25819e-06,1,0,0
112605,0.00349597,3463,3319,1
117751,0.000254528,663,622,1
122908,3.9011e-05,19,16,0
124023,0.000215866,7,3,0
125190,0,1,0,0
130825,0.000468827,962,1017,1
132445,0.00169065,3660,3487,1
560,0.000172323,4,6,0
15829,2.47848e-05,2,1,0
42972,0.00131811,2892,2760,1
55528,7.51017e-06,1,0,0
57618,0.000501439,1244,1293,1
60310,0,1,0,0
63707,4.10538e-05,507,571,1
63769,1.75625e-05,10,6,0
68320,7.93195e-05,4,2,0
75607,0.0013337,3371,3252,1
92552,0.000610248,2938,2857,1
93762,2.30948e-05,5,3,0
93889,1.03512e-05,1,0,0
95860,1.13223e-06,1,0,0
96909,7.49257e-06,179,246,1
99870,0.000742732,3109,3152,1
112293,2.42231e-05,5,4,0
113138,0.000943291,3245,3150,1
116343,0,1,0,0
116453,1.16757e-05,9,5,0
118859,0.00186837,2512,2417,1
121831,2.14992e-05,11,7,0
122003,3.44606e-05,2,1,0
123268,0,1,0,0
125345,0.000383829,2116,2017,1
127886,0.00372073,3875,3695,1
129530,0.000438375,1647,1603,1
129910,0,2,1,0
132104,3.04673e-06,3,2,0
2175,0.000482584,4,5,0
3365,0.000647621,3364,3256,1
4279,1.41857e-06,1,0,0
4930,0.000833642,510,478,1
5335,0.00116752,3749,3599,1
8445,0.00104328,939,948,1
9039,0.000736804,2696,2604,1
10976,0.00154668,3874,3694,1
11050,0.000142515,847,773,1
11580,1.4336e-05,2,1,0
19204,0.00122491,3707,3592,1
23986,0.00516738,3977,3720,1
24075,0.00150848,3538,3377,1
26526,0.00055079,1447,1345,1
28516,0.00570159,3962,3713,1
28787,0.000345173,2259,2186,1
31404,1.18932e-06,1,0,0
33777,0.000263587,5,7,0
34608,0.00558321,3988,3724,1
35729,0.000751068,1075,1081,1
36907,0.0066008,3989,3717,1
37861,0,1,0,0
38921,0.000546387,3170,3092,1
42512,3.4679e-05,231,205,1
42994,0.000588146,3423,3308,1
44011,0.000175384,3,5,0
46847,0.00249329,3798,3652,1
47856,0.00135087,3763,3620,1
50991,0,1,0,0
52870,9.17011e-05,404,378,1
53890,0.000680865,3303,3213,1
55233,0.00101104,90,80,0
56117,0.000916584,2025,1933,1
58532,0.00111445,574,533,1
59151,0.000381039,2848,2770,1
59173,0.000161911,6,4,0
60390,0,1,0,0
61461,0.000923642,3329,3225,1
61472,0.000177258,3,2,0
61686,0.000948689,2782,2663,1
61929,0.000176784,1586,1566,1
62496,0.000497004,2273,2160,1
64054,0.00490847,3977,3716,1
65114,0.00269553,3625,3528,1
65794,0.00105498,788,699,1
66766,3.95746e-05,3,1,0
68639,7.25687e-05,912,887,1
69582,0.00391117,3552,3404,1
70618,0.000310543,2547,2511,1
72233,8.39471e-06,4,5,0
72941,0.00371835,3792,3634,1
74612,0.000180837,10,5,0
77580,0.000444448,2675,2596,1
79936,0.00130161,2190,2060,1
83003,0.000369512,2675,2617,1
84150,0,1,0,0
87214,0.000589986,3090,3038,1
87237,1.51753e-05,3,2,0
92504,0.000102481,3,1,0
94235,0.00457445,3923,3723,1
95822,0.0018401,3617,3554,1
101953,7.24533e-05,5,11,0
105827,8.71687e-05,1152,1209,1
110499,0.000541693,10,6,0
112243,0,1,0,0
115344,7.86038e-05,3,2,0
118103,0.000680816,3344,3235,1
118630,0.0016215,2678,2588,1
118958,0.00020539,9,7,0
120454,0.000218487,5,3,0
126152,0.000718736,1216,1189,1
130165,2.93529e-05,1153,1134,1
63225,0.00127417,1053,964,1
2969,0,1,0,0
8744,0.000528959,10,4,0
19113,0.000719935,1082,1008,1
20188,0,1,0,0
23579,5.54869e-05,2,1,0
26065,0.000677567,583,486,1
27281,0.000404772,1144,1047,1
30400,0.000684044,689,593,1
30864,2.41258e-05,4,3,0
39902,0.000170921,5,5,0
42077,3.24094e-05,5,2,0
49633,0,1,0,0
57772,0.00762464,3717,3491,1
59444,0.00010962,1,0,0
65213,9.61887e-06,1,0,0
69459,2.26566e-05,2,2,0
99504,0.000522067,14,13,0
104589,0.0020176,3198,3041,1
106833,0.000859918,1358,1283,1
110210,0.0066299,3668,3465,1
113335,0.000227227,399,355,1
118286,0.000263223,9,6,0
120586,0.000894062,816,789,1
121399,0.00933122,3865,3655,1
121988,0.000215034,603,648,1
122460,0.000257055,406,373,1
127393,0.00104197,2335,2246,1
4526,0.000187427,8,8,0
15406,0.000196509,1207,1133,1
17485,0.000482539,2423,2330,1
22055,9.42117e-05,289,215,1
25095,0.000105711,1197,1151,1
26713,0.00250301,3730,3605,1
29421,0.000566202,2711,2594,1
31334,0.000292521,16,52,0
38861,2.39526e-05,5,2,0
39298,0.000791788,3528,3365,1
40400,0.000168035,3,1,0
43227,0.00174723,3440,3275,1
45858,1.97694e-06,2,1,0
51604,0,1,0,0
51631,0.000465497,2882,2773,1
52480,0.000201596,901,950,1
55508,0,1,0,0
65713,0.000853609,3589,3467,1
66511,0.000469821,2385,2364,1
67988,5.49355e-05,9,8,0
68577,0.00413438,2339,2205,1
68629,0.00179346,964,851,1
69935,5.81179e-05,9,4,0
70637,0.000782671,3071,3081,1
71296,0.00117736,1267,1139,1
71722,2.2728e-06,1,0,0
78060,0.000130108,7,3,0
78070,6.73884e-05,1491,1552,1
79077,5.34593e-06,2,1,0
86411,0.000627841,2609,2521,1
91401,0.00162379,3655,3516,1
92357,0.000884835,3321,3260,1
93661,0.000100455,341,314,1
98621,0.000959146,3149,3111,1
100099,0.000214003,37,24,0
102617,0.000220977,3176,3199,1
106954,3.38532e-05,4,3,0
107534,0.00385034,3448,3321,1
107797,0.000257467,1867,1910,1
107933,0.000423841,1788,1694,1
112779,0.000557054,2042,1963,1
112903,0.000476579,315,291,1
115420,0.00157412,2605,2496,1
117953,0.00267063,3499,3340,1
123695,0.000431014,685,662,1
124913,0.000177371,1576,1509,1
131639,0.000592042,972,1004,1
132766,1.66996e-06,1,0,0
106274,0.00282056,3783,3661,1
811,0.000197355,2401,2329,1
1086,0.0265897,4236,3727,1
2158,0.000356822,3446,3380,1
3335,0,1,0,0
4239,0.00133416,3781,3648,1
5099,0.000243855,9,5,0
5866,0.000139955,2285,2344,1
5959,0.00129918,2652,2591,1
6358,7.47758e-05,5,4,0
6540,0,1,0,0
7026,6.26779e-05,8,7,0
8381,0.000394317,2117,2103,1
8583,0.00045285,3541,3423,1
8833,0.00070127,3459,3391,1
10426,0.000779672,3476,3394,1
12203,0.000340827,1894,1851,1
13219,0.000968903,143,139,1
14651,8.95615e-05,2227,2244,1
14859,0.00097212,3460,3402,1
15223,0.000100087,5,4,0
16043,0,1,0,0
16400,0.000620801,2846,2797,1
16434,0.000113808,2621,2561,1
17549,0,2,1,0
17756,0.000653017,1225,1177,1
18007,0.000820694,3055,2933,1
18344,8.99457e-05,7,4,0
19383,0.000410907,3411,3353,1
20296,0.001808,3361,3234,1
21192,0.000797709,2838,2774,1
21718,0.00474325,4021,3728,1
21728,0.000139325,2452,2409,1
21729,0,1,0,0
22070,0.000418079,2887,2805,1
27862,0.00180313,3830,3663,1
28128,0.00264626,3813,3632,1
28210,0.000354052,3250,3215,1
29606,0.00156337,3725,3591,1
30422,1.08673e-06,2,1,0
30502,0.000730182,2903,2783,1
30625,0.000555477,2656,2552,1
32595,0.000524787,2895,2790,1
33659,0,3,2,0
34945,0.000495732,2793,2719,1
35290,0.0110755,3997,3733,1
35302,0,1,0,0
35638,0,2,1,0
36814,0.000827035,3296,3210,1
37179,0.000765326,3168,3085,1
38109,0.00666332,4009,3732,1
38898,7.26783e-05,10,9,0
38966,0.0016302,3831,3687,1
39696,0.00253612,3767,3625,1
40649,0.000105954,90,121,1
40745,5.27175e-05,6,6,0
41473,0.00165402,3364,3298,1
42366,0.00027916,2575,2539,1
42551,0.000158594,3210,3249,1
43850,0.00331879,3806,3643,1
44022,0,1,0,0
44183,0.00342691,3695,3534,1
44237,0.00231644,2513,2416,1
47128,0.000218802,3015,2958,1
48423,0.00221209,3318,3179,1
49689,4.28989e-05,17,16,0
51306,0.000779166,2288,2227,1
51587,0.0018072,3569,3431,1
51588,0,2,1,0
52412,0.00053877,2790,2714,1
52682,0.00783571,3911,3715,1
53056,0.000282427,9,8,0
53213,0.0106767,4092,3734,1
55066,7.17969e-07,2,1,0
55085,0.000254695,2588,2531,1
55999,0.00114929,3557,3455,1
56361,0.000655083,1668,1534,1
57961,9.52747e-05,6,3,0
60088,0.00034396,3008,2924,1
60471,0.00172029,3643,3578,1
61892,0.000498312,402,371,1
62459,2.04868e-05,3,2,0
66006,0.000141489,2373,2315,1
67410,0.00234937,3808,3651,1
67670,4.23015e-07,2,1,0
67716,0.000668516,3657,3539,1
68363,0.00118018,3706,3593,1
69493,0.000751915,3130,3021,1
70950,0.00132893,3332,3195,1
71801,0.000184527,3051,3033,1
72114,0.00199915,1681,1631,1
72380,0.000357161,11,11,0
74225,0,1,0,0
74361,0.00024681,53,71,0
75690,0.000680791,3713,3580,1
76706,0.00103841,3579,3456,1
76749,0.000322559,3484,3503,1
76854,0.000356626,2994,2989,1
77019,0.00113518,3536,3396,1
77152,0.00021247,6,2,0
77208,0.000627586,2806,2724,1
79379,5.59134e-05,9,14,0
80218,2.07674e-05,4,2,0
80782,4.72815e-05,2395,2350,1
82347,9.13366e-05,2339,2397,1
82704,0.00170123,3754,3603,1
84122,0.010604,3840,3696,1
86202,0.00459563,3695,3558,1
86721,0.000191093,2622,2563,1
87325,0.000571947,3186,3131,1
88348,0.000131146,24,25,0
89588,0.000455491,3316,3212,1
89969,0.00204075,3556,3425,1
93101,7.00801e-05,12,12,0
93271,0.00120108,3723,3598,1
94560,0.000414147,770,753,1
95036,0.00600083,3910,3699,1
95261,7.38261e-06,1,0,0
95911,0.000682905,3171,3066,1
96786,8.82748e-05,1811,1824,1
97012,1.32524e-05,7,4,0
99023,0.000431613,3527,3418,1
99239,0.000171282,3196,3153,1
100394,0.00208162,3689,3587,1
100461,5.84243e-05,2146,2143,1
100717,0,2,1,0
102653,0.000940913,2204,2153,1
103169,0.00164284,3588,3453,1
104241,0.00121175,3260,3133,1
105680,0.00134532,3734,3596,1
106763,0.000682328,3439,3318,1
107846,0.000515118,3188,3082,1
108722,6.48626e-05,1739,1677,1
109056,0,1,0,0
111385,0.00526981,3910,3684,1
111660,0.000162731,13,12,0
111709,0.000610456,3504,3466,1
112157,0.00126931,3667,3543,1
112695,0.000512993,3495,3355,1
112848,0.000395881,3383,3305,1
113726,8.12111e-05,16,21,0
