55,1
17,1
18,1
2,1
15,1
28,1
29,2
10,2
12,1
11,1
9,1
7,1
9,1
15,1
5,1
5,2
11,1
6,1
9,1
68,1
14,1
44,1
11,2
10,1
15,1
10,1
7,1
9,1
8,3
20,1
13,1
21,1
16,1
9,1
14,1
17,1
10,1
11,1
14,1
15,1
9,1
10,1
11,1
11,1
14,2
9,1
36,1
20,1
3,1
14,1
10,1
3,1
8,1
8,1
3,7
14,1
11,1
17,2
8,1
35,1
11,1
6,2
13,3
10,1
3,1
5,1
2,1
7,1
10,1
10,1
11,1
21,1
15,1
45,2
7,1
17,1
7,1
9,1
21,1
70,2
15,1
15,1
5,2
15,1
15,1
16,1
11,1
10,2
19,1
16,1
6,3
2,1
10,1
10,1
9,2
13,1
5,1
10,1
2,1
9,2
17,1
18,2
6,7
9,1
8,1
9,1
26,1
7,1
6,1
5,3
17,2
15,1
16,1
11,1
7,2
12,1
13,1
7,3
11,1
16,1
17,1
5,1
9,7
8,1
13,1
21,1
11,1
24,1
6,1
8,1
7,1
10,1
14,1
22,2
10,1
6,1
19,3
7,1
21,1
10,2
10,1
26,1
15,1
2,1
10,1
2,1
13,1
4,1
7,2
4,1
21,1
15,1
7,1
9,1
9,1
13,1
7,1
5,1
12,1
16,1
10,1
12,1
9,2
17,1
11,1
18,1
11,1
21,1
19,3
21,1
10,1
7,1
6,1
12,3
4,4
15,1
23,1
16,1
8,2
19,1
2,1
10,1
11,1
3,1
16,1
12,1
10,1
6,2
13,1
6,6
6,4
9,1
8,1
12,1
10,1
20,1
8,1
11,4
10,1
15,1
9,3
10,1
4,1
8,1
16,1
5,1
24,2
11,1
34,1
10,1
16,1
25,1
2,1
8,1
23,1
10,1
20,2
11,1
7,5
8,1
13,1
4,4
13,1
5,1
8,1
13,2
23,1
11,2
18,1
13,1
14,1
18,1
25,1
8,1
8,1
17,1
25,1
13,3
7,1
6,1
12,1
7,1
10,1
2,1
6,1
13,1
8,1
14,1
10,1
13,1
17,1
41,1
4,3
10,1
2,1
14,3
8,1
8,1
21,1
12,1
3,1
12,1
6,1
4,1
3,6
8,1
20,1
13,1
24,2
9,1
12,1
8,1
9,2
12,1
4,3
10,2
12,1
30,1
9,2
15,1
13,1
19,1
6,1
5,2
15,1
12,1
4,2
13,1
10,1
11,2
10,1
33,8
11,1
29,1
20,2
9,1
7,1
30,1
11,1
19,1
11,1
9,1
25,1
12,1
11,2
9,2
7,1
18,1
15,1
9,1
9,1
10,1
17,2
11,2
15,1
10,2
12,1
19,1
22,1
13,1
12,1
11,1
9,1
3,1
17,1
6,3
12,1
4,1
2,1
6,1
7,5
14,1
6,1
18,1
18,1
7,1
9,3
11,1
9,2
2,1
7,1
16,2
16,1
6,1
15,1
15,1
13,1
24,1
10,1
9,1
9,1
2,1
9,1
10,1
30,1
